time,Red,Green,Blue,,accuracy,precision,,Red after Sorting,Green after sorting,Blue after sorting,,,Reading (red),Repeated,Accuracy,precision,,Reading (Green),Repeated,,Reading (Blue),Repeated
18596,188,244,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18630,188,245,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18663,188,244,187,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18813,188,239,189,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18879,188,238,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18913,188,243,187,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
18979,188,237,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19013,188,244,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19063,188,243,181,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19097,188,243,182,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19131,188,245,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19230,188,237,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19264,188,237,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19297,188,237,189,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19330,188,239,189,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19513,188,244,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19546,188,238,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19580,188,237,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19613,188,238,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19647,188,245,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19680,188,244,188,,0.94972067,0.962956443,,188,243,188,,,,,,,,,,,,
19696,188,244,187,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
19863,188,244,189,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
19896,188,245,189,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
20080,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
20464,188,243,186,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
20847,188,237,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
20880,188,237,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
20913,188,238,189,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
21163,188,243,187,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
21930,188,243,181,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22131,188,243,181,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22448,188,244,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22480,188,244,182,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22497,188,244,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22530,188,245,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22564,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22597,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22730,188,243,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22747,188,245,183,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22946,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
22981,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23014,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23047,188,237,187,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23230,188,244,183,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23363,188,237,187,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23446,188,238,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23713,188,244,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
23996,188,237,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24064,188,237,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24215,188,239,189,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24398,188,244,187,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24431,188,244,181,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24464,188,243,181,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24981,188,237,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
24998,188,241,188,,0.94972067,0.962956443,,188,244,188,,,,,,,,,,,,
26932,188,244,188,,0.94972067,0.962956443,,189,244,188,,,,,,,,,,,,
17413,189,245,190,,0.944134078,0.957440254,,189,244,188,,,,,,,,,,,,
17480,189,246,189,,0.944134078,0.957440254,,189,244,188,,,,,,,,,,,,
17663,189,239,189,,0.944134078,0.957440254,,189,244,188,,,,,,,,,,,,
17696,189,246,190,,0.944134078,0.957440254,,189,244,188,,,,,,,,,,,,
17896,189,245,189,,0.944134078,0.957440254,,189,244,188,,,,,,,,,,,,
17996,189,245,189,,0.944134078,0.957440254,,189,244,188,,,,,,,,,,,,
18013,189,245,189,,0.944134078,0.957440254,,189,244,189,,,,,,,,,,,,
18148,189,238,188,,0.944134078,0.957440254,,189,244,189,,,,,,,,,,,,
18463,189,244,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
18846,189,238,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
19164,189,245,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
19196,189,239,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
19346,189,244,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
19380,189,245,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
20614,189,247,185,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
20813,189,245,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
20946,189,240,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
20980,189,239,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
20997,189,244,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21064,189,245,183,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21097,189,246,183,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21130,189,245,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21330,189,245,183,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21347,189,245,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21381,189,240,190,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21414,189,247,190,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21647,189,245,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21681,189,245,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21698,189,239,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21863,189,245,183,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
21897,189,245,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
22063,189,245,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
22096,189,245,182,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
22813,189,241,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
22847,189,237,188,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
23264,189,245,189,,0.944134078,0.957440254,,189,245,189,,,,,,,,,,,,
23297,189,240,190,,0.944134078,0.957440254,,189,246,189,,,,,,,,,,,,
23330,189,239,188,,0.944134078,0.957440254,,189,246,189,,,,,,,,,,,,
23480,189,240,190,,0.944134078,0.957440254,,189,246,189,,,,,,,,,,,,
23513,189,246,189,,0.944134078,0.957440254,,189,246,190,,,,,,,,,,,,
24031,189,239,188,,0.944134078,0.957440254,,189,246,190,,,,,,,,,,,,
24248,189,239,188,,0.944134078,0.957440254,,189,246,190,,,,,,,,,,,,
24281,189,244,188,,0.944134078,0.957440254,,190,246,190,,,,,,,,,,,,
17447,190,241,190,,0.938547486,0.951924065,,190,246,190,,,,,,,,,,,,
17963,190,246,183,,0.938547486,0.951924065,,190,246,190,,,,,,,,,,,,
18080,190,246,190,,0.938547486,0.951924065,,190,246,190,,,,,,,,,,,,
18114,190,246,188,,0.938547486,0.951924065,,190,246,190,,,,,,,,,,,,
20646,190,241,191,,0.938547486,0.951924065,,190,246,190,,,,,,,,,,,,
20680,190,247,185,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
20713,190,241,190,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
20746,190,247,190,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
21548,190,246,190,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
21581,190,247,190,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
21747,190,248,190,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
21797,190,240,190,,0.938547486,0.951924065,,190,247,190,,,,,,,,,,,,
22780,190,247,189,,0.938547486,0.951924065,,191,247,190,,,,,,,,,,,,
17730,191,248,185,,0.932960894,0.946407875,,191,247,190,,,,,,,,,,,,
17830,191,249,185,,0.932960894,0.946407875,,191,248,190,,,,,,,,,,,,
17862,191,240,190,,0.932960894,0.946407875,,191,248,191,,,,,,,,,,,,
20780,191,247,190,,0.932960894,0.946407875,,191,249,191,,,,,,,,,,,,
21479,191,241,190,,0.932960894,0.946407875,,191,250,193,,,,,,,,,,,,
21763,191,247,190,,0.932960894,0.946407875,,193,251,193,,,,,,,,,,,,
17763,193,250,193,,0.921787709,0.935375497,,168,219,,,,,,,,,,,,,
